"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"spam","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.11-1",NA,"R (>= 4.0)","dotCall64, grid, methods, Rcpp (>= 1.0.8.3)","Rcpp","spam64, fields, Matrix, testthat, R.rsp, truncdist, knitr,
rmarkdown",NA,"LGPL-2 | BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"SparseArray","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.6.2",NA,"R (>= 4.3.0), methods, Matrix, BiocGenerics (>= 0.43.1),
MatrixGenerics (>= 1.11.1), S4Vectors (>= 0.43.2), S4Arrays (>=
1.5.11)","utils, stats, matrixStats, IRanges, XVector","S4Vectors, IRanges, XVector","HDF5Array, ExperimentHub, testthat, knitr, rmarkdown,
BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.2"
"SparseM","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.84-2",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,"knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"sparseMatrixStats","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.18.0",NA,"MatrixGenerics (>= 1.5.3)","Rcpp, Matrix, matrixStats (>= 0.60.0), methods","Rcpp","testthat (>= 2.1.0), knitr, bench, rmarkdown, BiocStyle",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"sparsesvd","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2-3",NA,"R (>= 3.0)","Matrix (>= 1.3), methods",NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"sparsevctrs","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.4",NA,"R (>= 4.1)","cli (>= 3.4.0), rlang (>= 1.1.0), vctrs",NA,"knitr, Matrix, methods, rmarkdown, testthat (>= 3.0.0),
tibble, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"spatial","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","7.3-18","recommended","R (>= 3.0.0), graphics, stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"SpatialDDLS","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.3",NA,"R (>= 4.0.0)","rlang, grr, Matrix, methods, SpatialExperiment,
SingleCellExperiment, SummarizedExperiment, zinbwave, stats,
pbapply, S4Vectors, dplyr, reshape2, gtools, reticulate, keras,
tensorflow, FNN, ggplot2, ggpubr, scran, scuttle",NA,"knitr, rmarkdown, BiocParallel, rhdf5, DelayedArray,
DelayedMatrixStats, HDF5Array, testthat, ComplexHeatmap, grid,
bluster, lsa, irlba",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"SpatialDecon","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.16.0",NA,"R (>= 4.0.0)","grDevices, stats, utils, graphics, SeuratObject, Biobase,
GeomxTools, repmis, methods, Matrix, logNormReg (>= 0.4)",NA,"testthat, knitr, rmarkdown, qpdf, Seurat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"SpatialExperiment","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.16.0",NA,"methods, SingleCellExperiment","rjson, grDevices, magick, utils, S4Vectors,
SummarizedExperiment, BiocGenerics, BiocFileCache",NA,"knitr, rmarkdown, testthat, BiocStyle, BumpyMatrix,
DropletUtils",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"spatstat.data","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.1-8",NA,"R (>= 3.5.0)","spatstat.utils (>= 3.1-2), Matrix",NA,"spatstat.geom, spatstat.random, spatstat.explore,
spatstat.model, spatstat.linnet",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"spatstat.explore","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.5-2",NA,"R (>= 3.5.0), spatstat.data (>= 3.1-2), spatstat.univar (>=
3.1-4), spatstat.geom (>= 3.5-0), spatstat.random (>= 3.4),
stats, graphics, grDevices, utils, methods, nlme","spatstat.utils (>= 3.1-5), spatstat.sparse (>= 3.1-0), goftest
(>= 1.2-2), Matrix, abind",NA,"sm, gsl, locfit, spatial, fftwtools (>= 0.9-8),
spatstat.linnet (>= 3.2-1), spatstat.model (>= 3.3-1), spatstat
(>= 3.3)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.geom","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.5-0",NA,"R (>= 3.5.0), spatstat.data (>= 3.1), spatstat.univar (>=
3.1-4), stats, graphics, grDevices, utils, methods","spatstat.utils (>= 3.1-5), deldir (>= 1.0-2), polyclip (>=
1.10)",NA,"spatstat.random (>= 3.4), spatstat.explore (>= 3.4),
spatstat.model (>= 3.3), spatstat.linnet (>= 3.2), spatial,
fftwtools (>= 0.9-8), spatstat (>= 3.3)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.random","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.4-1",NA,"R (>= 3.5.0), spatstat.data (>= 3.1), spatstat.univar (>=
3.1), spatstat.geom (>= 3.3-6), stats, utils, methods,
grDevices","spatstat.utils (>= 3.1-4)",NA,"spatial, spatstat.linnet (>= 3.2), spatstat.explore,
spatstat.model, spatstat (>= 3.3), gsl",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.sparse","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.1-0",NA,"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor","spatstat.utils (>= 3.0-5)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"spatstat.univar","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.1-4",NA,"R (>= 3.5.0), stats","spatstat.utils (>= 3.1-2), graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spatstat.utils","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.1-5",NA,"R (>= 3.5.0), stats, graphics, grDevices, utils, methods",NA,NA,"spatstat.model",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"spData","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.3.4",NA,"R (>= 3.3.0)","sp",NA,"foreign, sf (>= 0.9-1), spDataLarge (>= 0.4.0), spdep,
spatialreg",NA,"CC0",NA,NA,NA,NA,"no","4.4.1"
"spdep","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3-13",NA,"R (>= 3.3.0), methods, spData (>= 2.3.1), sf","stats, deldir, boot (>= 1.3-1), graphics, utils, grDevices,
units, s2, e1071, sp (>= 1.0)",NA,"spatialreg (>= 1.2-1), Matrix, parallel, dbscan,
RColorBrewer, lattice, xtable, foreign, igraph, RSpectra,
knitr, classInt, tmap, spam, ggplot2, rmarkdown, tinytest,
rgeoda (>= 0.0.11.1), mipfp, Guerry, codingMatrices",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"Spectra","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.16.1",NA,"R (>= 4.0.0), S4Vectors, BiocParallel","ProtGenerics (>= 1.37.1), methods, IRanges, MsCoreUtils (>=
1.7.5), graphics, grDevices, stats, tools, utils, fs,
BiocGenerics, MetaboCoreUtils",NA,"testthat, knitr (>= 1.1.0), msdata (>= 0.19.3), roxygen2,
BiocStyle (>= 2.5.19), mzR (>= 2.19.6), rhdf5 (>= 2.32.0),
rmarkdown, vdiffr (>= 1.0.0), msentropy, patrick",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.3"
"speedglm","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3-5",NA,"Matrix, MASS, biglm","methods, stats",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.4.0"
"spelling","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.3.2",NA,NA,"commonmark, xml2, hunspell (>= 3.0), knitr",NA,"pdftools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"SpiecEasi","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.3",NA,"R (>= 3.6.0),","stats, methods, graphics, grDevices, huge (>= 1.3.2), pulsar
(>= 0.3.11), MASS, VGAM, Matrix (>= 1.5), glmnet","Rcpp, RcppArmadillo","parallel, boot, phyloseq, igraph, batchtools, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.4.0"
"splines","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.4.0","base",NA,"graphics, stats",NA,"Matrix, methods",NA,"Part of R 4.4.0",NA,NA,NA,NA,"yes","4.4.0"
"splitstackshape","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.4.8",NA,"R (>= 2.10)","data.table (>= 1.9.4)",NA,"covr, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"spls","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.3-2",NA,"R (>= 2.14)","MASS, nnet, parallel, pls",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.4.1"
"splus2R","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3-5",NA,"R (>= 2.7.2)","methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"SpotClean","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8.0",NA,"R (>= 4.2.0),","stats, methods, utils, dplyr, S4Vectors, SummarizedExperiment,
SpatialExperiment, Matrix, rhdf5, ggplot2, grid, readbitmap,
rjson, tibble, viridis, grDevices, RColorBrewer, Seurat, rlang",NA,"testthat (>= 2.1.0), knitr, BiocStyle, rmarkdown, R.utils,
spelling",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"SPOTlight","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.10.0",NA,"R (>= 4.1)","ggplot2, NMF, Matrix, matrixStats, nnls, SingleCellExperiment,
sparseMatrixStats, stats",NA,"BiocStyle, colorBlindness, DelayedArray, DropletUtils,
ExperimentHub, ggcorrplot, grDevices, grid, igraph, jpeg,
knitr, methods, png, rmarkdown, scater, scatterpie, scran,
SpatialExperiment, SummarizedExperiment, S4Vectors,
TabulaMurisSenisData, TENxVisiumData, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"sqldf","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.4-11",NA,"R (>= 3.1.0), gsubfn (>= 0.6), proto, RSQLite","DBI, chron",NA,"RH2, RMySQL, RPostgreSQL, svUnit, tcltk, MASS",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"SQUAREM","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2021.1",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.4.1"
"ssgsea.GBM.classification","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0",NA,NA,NA,NA,NA,NA,"What license is it under?",NA,NA,NA,NA,"no","4.4.0"
"ssh","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.9.4",NA,NA,"credentials, askpass",NA,"knitr, rmarkdown, spelling, sys, testthat, mongolite",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"stabm","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.2.2",NA,"R (>= 3.5.0)","checkmate (>= 1.8.5), Matrix (>= 1.5-0), methods, stats, utils",NA,"cowplot (>= 0.9.2), ggdendro (>= 0.1-20), ggplot2 (>= 3.0.0),
igraph (>= 1.2.1), knitr, mlbench, rmarkdown, rpart, testthat
(>= 2.0.0)",NA,"LGPL-3",NA,NA,NA,NA,"no","4.4.0"
"stabs","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.6-4",NA,"R (>= 2.14.0), methods, stats, parallel","graphics, grDevices, utils",NA,"glmnet, lars, mboost (> 2.3-0), gamboostLSS (>= 1.2-0),
TH.data, hdi, testthat, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"stacks","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1.1",NA,"R (>= 4.1)","butcher (>= 0.1.3), cli, dplyr (>= 1.1.0), foreach, furrr,
future, generics, ggplot2, glmnet, glue, parsnip (>= 1.2.0),
purrr (>= 1.0.0), recipes (>= 1.0.10), rlang (>= 1.1.0),
rsample (>= 1.2.0), stats, tibble (>= 2.1.3), tidyr, tune (>=
1.2.0), vctrs (>= 0.6.1), workflows (>= 1.1.4)",NA,"covr, h2o, kernlab, kknn, knitr, modeldata, nnet, ranger,
rmarkdown, testthat (>= 3.0.0), workflowsets (>= 0.1.0),
yardstick (>= 1.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"StanHeaders","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.32.10",NA,"R (>= 3.4.0)","RcppParallel (>= 5.1.4)","RcppEigen (>= 0.3.4.0.0), RcppParallel (>= 5.1.4)","Rcpp, BH (>= 1.75.0-0), knitr (>= 1.36), rmarkdown, Matrix,
methods, rstan, withr",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"stargazer","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","5.2.3",NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
nlme, nnet, ordinal, plm, pscl, quantreg, rms, relevent,
robustbase, sampleSelection, spdep, survey, survival","GPL (>= 2)",NA,NA,NA,NA,"no","4.4.0"
"stars","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.6-8",NA,"R (>= 3.3.0), abind, sf (>= 1.0-19)","methods, parallel, classInt (>= 0.4-1), rlang, units",NA,"Cairo, OpenStreetMap, PCICt, RNetCDF (>= 1.8-2), clue, covr,
cubble (>= 0.3.0), cubelyr, digest, dplyr (>= 0.7-0),
exactextractr, FNN, future.apply, ggforce, ggplot2, ggthemes,
gstat, httr, jsonlite, knitr, lwgeom, maps, mapdata, ncdfgeom,
ncmeta (>= 0.0.3), pbapply, plm, randomForest, raster,
rmarkdown, sp, spacetime, spatstat (>= 2.0-1), spatstat.geom,
starsdata, terra (>= 1.4-22), testthat, tibble, tidyr, tsibble,
viridis, xts, zoo",NA,"Apache License",NA,NA,NA,NA,"no","4.4.1"
"statgenGWAS","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.12",NA,"R (>= 3.6)","data.table, ggplot2 (>= 3.0.0), LMMsolver, methods, rlang,
Rcpp, sommer (>= 4.4.1)","Rcpp, RcppArmadillo","knitr, rmarkdown, officer, tinytest, snpStats, vcfR",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"statmod","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.0",NA,"R (>= 3.0.0)","stats, graphics",NA,"MASS, tweedie",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"statnet.common","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.12.0",NA,"R (>= 4.1)","utils, methods, coda, parallel, tools, Matrix",NA,"covr, roxygen2, rlang (>= 1.1.1), purrr, MASS",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"stats","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.4.0","base",NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4","Kendall, coin, multcomp, pcaPP, pspearman, robustbase","Part of R 4.4.0",NA,NA,NA,NA,"yes","4.4.0"
"stats4","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.4.0","base",NA,"graphics, methods, stats",NA,NA,NA,"Part of R 4.4.0",NA,NA,NA,NA,NA,"4.4.0"
"STdeconvolve","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8.0",NA,"R (>= 4.1)","topicmodels, BiocParallel, Matrix, methods, mgcv, ggplot2,
scatterpie, viridis, slam, stats, clue, liger, reshape2,
graphics, grDevices, utils",NA,"knitr, BiocStyle, rmarkdown, testthat, rcmdcheck, gplots,
gridExtra, hash, dplyr, parallel",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
"STexampleData","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.14.3",NA,"ExperimentHub, SingleCellExperiment, SpatialExperiment","utils",NA,"BiocStyle, knitr, rmarkdown, BumpyMatrix, HDF5Array",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"stopwords","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.3",NA,"R (>= 2.10)","ISOcodes",NA,"covr, quanteda, spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"streamy","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.2.0",NA,NA,"cli (>= 3.6.3), coro (>= 1.1.0), rlang, rstudioapi (>=
0.17.1), withr",NA,"ellmer, knitr, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"STRINGdb","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.18.0",NA,"R (>= 2.14.0)","png, sqldf, plyr, igraph, httr, methods, RColorBrewer, gplots,
hash, plotrix",NA,"RUnit, BiocGenerics",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"stringdist","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.9.15",NA,"R (>= 2.15.3)","parallel",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"stringfish","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.17.0",NA,"R (>= 3.6.0)","Rcpp, RcppParallel","Rcpp (>= 0.12.18.3), RcppParallel (>= 5.1.4)","qs2, qs, knitr, rmarkdown, usethis, dplyr, stringr, rlang",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"stringi","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.8.7",NA,"R (>= 3.4)","tools, utils, stats",NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.4.1"
"stringr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5.2",NA,"R (>= 3.6)","cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang
(>= 1.0.0), stringi (>= 1.5.3), vctrs (>= 0.4.0)",NA,"covr, dplyr, gt, htmltools, htmlwidgets, knitr, rmarkdown,
testthat (>= 3.0.0), tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"strucchange","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.5-4",NA,"R (>= 2.10.0), zoo, sandwich","graphics, stats, utils",NA,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"stxBrain.SeuratData","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.1",NA,"Seurat (>= 3.0.0)",NA,NA,NA,NA,"CC BY 4.0",NA,NA,NA,NA,"no","4.4.0"
"styler","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.10.3",NA,"R (>= 3.6.0)","cli (>= 3.1.1), magrittr (>= 2.0.0), purrr (>= 0.2.3), R.cache
(>= 0.15.0), rlang (>= 1.0.0), rprojroot (>= 1.1), tools, vctrs
(>= 0.4.1), withr (>= 2.3.0),",NA,"data.tree (>= 0.1.6), digest, here, knitr, prettycode,
rmarkdown, roxygen2, rstudioapi (>= 0.7), tibble (>= 1.4.2),
testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"subplex","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.9",NA,"R(>= 4.1.0)",NA,NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"yes","4.4.1"
"SummarizedExperiment","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.36.0",NA,"R (>= 4.0.0), methods, MatrixGenerics (>= 1.1.3),
GenomicRanges (>= 1.55.2), Biobase","utils, stats, tools, Matrix, BiocGenerics (>= 0.51.3),
S4Vectors (>= 0.33.7), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.13.1), S4Arrays (>= 1.1.1), DelayedArray (>= 0.31.12)",NA,"jsonlite, rhdf5, HDF5Array (>= 1.7.5), annotate,
AnnotationDbi, GenomicFeatures, SparseArray,
SingleCellExperiment, TxDb.Hsapiens.UCSC.hg19.knownGene,
hgu95av2.db, airway (>= 1.15.1), BiocStyle, knitr, rmarkdown,
RUnit, testthat, digest",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.4.1"
"summaryBox","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,"R (>= 3.1)","htmltools, fontawesome",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"SuperCell","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.1",NA,"R (>= 4.0.0)","igraph, RANN, WeightedCluster, corpcor, weights, Hmisc,
Matrix, matrixStats, plyr, irlba, grDevices, patchwork,
ggplot2, umap, entropy, Rtsne, dbscan, scales, plotfunctions,
proxy, methods, rlang,",NA,"SingleCellExperiment, SummarizedExperiment, cowplot, scater,
Seurat, knitr, rmarkdown, remotes, bluster, velocyto.R,
testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.1"
"superpc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.12",NA,"R (>= 3.5.0)","survival, stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3) | file LICENSE",NA,NA,NA,NA,"no","4.4.0"
"SuppDists","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.1-9.9",NA,"R (>= 3.3.0)",NA,NA,"RcppZiggurat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"survAUC","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.3-0",NA,"R (>= 2.6.0),","survival, rms",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.4.1"
"survcomp","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.56.0",NA,"survival, prodlim, R (>= 3.4)","ipred, SuppDists, KernSmooth, survivalROC, bootstrap, grid,
rmeta, stats, graphics",NA,"Hmisc, clinfun, xtable, Biobase, BiocManager",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"survey","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","4.4-8",NA,"R (>= 4.1.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4), Rcpp (>= 0.12.8)","Rcpp, RcppArmadillo","foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER, SUMMER (>= 1.4.0), R.rsp",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.4.0"
"survival","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.8-3","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"SurvivalML","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.0",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"What license is it under?",NA,NA,NA,NA,"no","4.4.0"
"survivalmodels","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.1.191",NA,NA,"Rcpp (>= 1.0.5)","Rcpp","keras (>= 2.11.0), pseudo, reticulate, survival",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.4.0"
"survivalROC","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","1.0.3.1",NA,"R (>= 1.6.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.0"
"survivalsvm","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.0.6",NA,"survival","pracma, kernlab, Matrix, stats, Hmisc",NA,"testthat, quadprog",NA,"GPL",NA,NA,NA,NA,"no","4.4.1"
"survminer","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.5.0",NA,"ggplot2(>= 3.4.0), ggpubr(>= 0.1.6)","grid, gridExtra (>= 2.0), magrittr, maxstat, methods, scales,
survival, stats, broom, dplyr, tidyr, survMisc, purrr, tibble,
rlang, ggtext (>= 0.1.0)",NA,"knitr, flexsurv, cmprsk, markdown, testthat, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.4.1"
"survMisc","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.5.6",NA,"survival","graphics, grDevices, stats, utils, knitr, KMsurv, ggplot2,
data.table, zoo, grid, gridExtra, km.ci, xtable",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.4.0"
"sva","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","3.54.0",NA,"R (>= 3.2), mgcv, genefilter, BiocParallel","matrixStats, stats, graphics, utils, limma, edgeR",NA,"pamr, bladderbatch, BiocStyle, zebrafishRNASeq, testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.4.1"
"svd","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.5.8",NA,NA,"methods",NA,"testthat (>= 0.7)",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.4.1"
"svglite","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.2.1",NA,"R (>= 4.1)","base64enc, cli, lifecycle, rlang (>= 1.1.0), systemfonts (>=
1.2.3), textshaping (>= 0.3.0)","cpp11, systemfonts, textshaping","covr, fontquiver (>= 0.2.0), htmltools, knitr, rmarkdown,
testthat (>= 3.0.0), xml2 (>= 1.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.4.1"
"swagger","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","5.17.14.1",NA,NA,NA,NA,"jsonlite, plumber, testthat",NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"no","4.4.1"
"synapser","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","2.0.0",NA,"R(>= 4.0)","reticulate(>= 1.25), methods, rjson, stats, utils",NA,"pack, R6, testthat, knitr, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.4.0"
"synthesisr","/Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library","0.3.0",NA,"R (>= 3.5.0)","stringdist",NA,"knitr, rmarkdown, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.4.0"
